,player,age,ws_3,mp_3,ws_2,mp_2,ws_1,mp_1,ws_target,mp_target,avg,proj_marcel,hybrid_pred
1095,C.J. Watson,27.0,0.084,1883.0,0.082,1788.0,0.093,1091.0,0.109,1159.0,0.11,0.0903918767375,0.0936459749937
1096,Ronnie Brewer,25.0,0.178,2088.0,0.126,2605.0,0.103,1742.0,0.147,1781.0,0.11,0.121219718753,0.123463883996
1099,Ramon Sessions,27.0,0.099,2133.0,0.104,1707.0,0.084,1652.0,0.094,2214.0,0.11,0.0940331540558,0.09674282372
1101,Nene Hilario,26.0,-1.312,3.0,0.148,1715.0,0.052,266.0,0.177,2510.0,0.11,0.125682093914,0.125459715724
1102,Jumaine Jones,25.0,0.074,2142.0,0.062,2204.0,0.019,373.0,0.097,1830.0,0.11,0.0621120632062,0.0731920152903
1104,Evan Turner,25.0,0.06,1797.0,0.068,1713.0,0.035,2892.0,0.027,2457.0,0.11,0.0476079277906,0.060855999589
1109,Vince Carter,27.0,0.208,2979.0,0.14,2385.0,0.136,1471.0,0.103,2785.0,0.11,0.148221268165,0.142830476165
1110,Lou Amundson,27.0,0.039,89.0,0.043,64.0,0.082,1044.0,0.118,1168.0,0.11,0.0865498131978,0.0903780311346
1112,Tony Parker,28.0,0.146,2312.0,0.168,2456.0,0.101,1728.0,0.156,2528.0,0.11,0.130539038098,0.125992521644
1114,Mario Chalmers,27.0,0.089,1579.0,0.112,1825.0,0.12,2068.0,0.106,2178.0,0.11,0.116176503009,0.115576222539
1116,Andrew DeClercq,25.0,0.102,203.0,0.07,1065.0,0.108,1523.0,0.136,1102.0,0.11,0.101401986848,0.106608584523
1117,Grant Long,32.0,0.134,3008.0,0.107,1166.0,0.104,739.0,0.17,1380.0,0.11,0.11328537592,0.104121461511
1120,Greivis Vasquez,27.0,0.03,860.0,0.064,1706.0,0.067,2685.0,0.097,1779.0,0.11,0.0677405894221,0.0743810385466
1122,Mo Williams,29.0,0.165,2834.0,0.136,2359.0,0.026,1788.0,0.093,1472.0,0.11,0.0845872531325,0.0851108878851
1123,Travis Best,28.0,0.103,1547.0,0.097,1043.0,0.145,1691.0,0.14,2457.0,0.11,0.130139405504,0.125652626157
1124,Stephon Marbury,22.0,0.077,2324.0,0.082,3112.0,0.134,1895.0,0.123,2881.0,0.11,0.110501730922,0.119745150208
1125,Tyson Chandler,25.0,0.183,2189.0,0.123,2121.0,0.15,2525.0,0.172,2783.0,0.11,0.146698526677,0.145133718848
1126,Mark Jackson,34.0,0.097,3054.0,0.15,2413.0,0.134,1382.0,0.146,2190.0,0.11,0.132082643952,0.116510719061
1127,Khalid Reeves,25.0,0.115,1462.0,0.064,833.0,0.041,1432.0,0.062,1950.0,0.11,0.0601375510934,0.0715124756098
1128,Patrick Ewing*,37.0,0.163,2887.0,0.168,848.0,0.123,1300.0,0.113,2035.0,0.11,0.136795109954,0.115121334791
1129,Glen Davis,28.0,0.102,2298.0,0.057,1427.0,0.035,1064.0,0.058,1662.0,0.11,0.0592204163777,0.0653349012136
1131,Allan Houston,30.0,0.078,1815.0,0.13,3169.0,0.126,2858.0,0.077,2914.0,0.11,0.123804445035,0.116666391492
1132,Al Jefferson,30.0,0.173,2075.0,0.143,2578.0,0.146,2553.0,0.113,1992.0,0.11,0.14586829897,0.135432258248
1133,J.J. Hickson,24.0,0.123,1691.0,0.032,2256.0,0.066,1244.0,0.142,2323.0,0.11,0.062572264295,0.0753824412823
1137,Glenn Robinson,25.0,0.053,2958.0,0.052,3249.0,0.072,3114.0,0.065,2294.0,0.11,0.0666743204782,0.0770721882582
1138,Thaddeus Young,23.0,0.102,2580.0,0.047,2145.0,0.139,2135.0,0.171,1755.0,0.11,0.110434234715,0.117888689041
1139,Malik Rose,30.0,0.123,1725.0,0.13,1933.0,0.145,1256.0,0.085,1475.0,0.11,0.135434087621,0.126557543874
1140,J.J. Barea,29.0,0.093,1669.0,0.056,1032.0,0.053,1713.0,0.024,1471.0,0.11,0.0621063352574,0.0659906417131
1141,Brian Shaw,31.0,0.035,1836.0,0.018,1679.0,0.029,1867.0,0.002,1530.0,0.11,0.0315175213546,0.0363761782646
1142,Grant Hill,37.0,0.123,2009.0,0.127,2222.0,0.104,2445.0,0.109,2430.0,0.11,0.110700812559,0.0929280519485
1143,P.J. Brown,32.0,0.153,1611.0,0.143,2302.0,0.137,2811.0,0.154,2563.0,0.11,0.137981536463,0.125126048923
1145,Gary Payton*,35.0,0.16,3244.0,0.183,3301.0,0.136,3208.0,0.137,2825.0,0.11,0.149813500597,0.129791915417
1146,Ronald Murray,27.0,0.04,2021.0,-0.016,883.0,0.015,2112.0,0.042,1477.0,0.11,0.0193540499715,0.0332272350788
1147,Samaki Walker,26.0,0.098,980.0,0.093,963.0,0.153,1655.0,0.079,1243.0,0.11,0.136841750339,0.134951278567
1148,Kenyon Martin,28.0,0.129,2628.0,0.142,2252.0,0.111,2272.0,0.117,1546.0,0.11,0.122275053043,0.118963763118
1149,Bobby Jackson,35.0,0.095,1775.0,0.088,1330.0,0.105,1389.0,0.038,1484.0,0.11,0.0992501940822,0.0867872536182
1151,Elton Brand,34.0,0.161,2809.0,0.168,1732.0,0.107,1527.0,0.121,1414.0,0.11,0.132183962228,0.11659693718
1152,Fred Hoiberg,29.0,-0.014,87.0,0.1,845.0,0.126,2247.0,0.092,1408.0,0.11,0.121135615209,0.116195842624
1153,Shaquille O'Neal*,34.0,0.192,2464.0,0.211,2492.0,0.164,1806.0,0.119,1135.0,0.11,0.179336776166,0.15670068562
1155,Kobe Bryant,26.0,0.199,3063.0,0.21,3401.0,0.21,2447.0,0.145,2689.0,0.11,0.207548435238,0.195088014007
1156,Spencer Hawes,24.0,0.054,1904.0,0.066,1718.0,0.152,920.0,0.096,2233.0,0.11,0.105286099622,0.111711114645
1157,Kevin Garnett,28.0,0.194,3175.0,0.225,3321.0,0.272,3231.0,0.248,3121.0,0.11,0.246261146459,0.224415645003
1158,Ben Wallace,28.0,0.138,1959.0,0.121,2760.0,0.19,2921.0,0.176,2873.0,0.11,0.164338733665,0.154739394784
1160,Chris Kaman,25.0,0.061,1632.0,0.114,2560.0,0.063,2176.0,0.083,2083.0,0.11,0.0832640094988,0.0911820977926
1161,Andray Blatche,26.0,0.073,2256.0,0.053,2172.0,-0.011,626.0,0.153,1555.0,0.11,0.0442424428794,0.0561946481466
1162,Nick Collison,31.0,0.13,1831.0,0.146,1557.0,0.113,1524.0,0.13,1307.0,0.11,0.124104278255,0.115122273564
1164,Shawn Marion,28.0,0.135,3217.0,0.191,3146.0,0.214,3263.0,0.191,3010.0,0.11,0.197144003667,0.182640746236
1168,Kobe Bryant,33.0,0.206,2960.0,0.16,2835.0,0.178,2779.0,0.132,2232.0,0.11,0.172035345658,0.152290031314
1169,Jameer Nelson,27.0,0.082,2331.0,0.136,1961.0,0.22,1309.0,0.13,1860.0,0.11,0.16730303964,0.159059748054
1170,Stephen Jackson,26.0,-0.024,227.0,0.102,2254.0,0.072,2940.0,0.082,1806.0,0.11,0.0817836378818,0.0881237238646
1171,Austin Croshere,28.0,0.082,1874.0,0.098,1286.0,0.151,633.0,0.156,1051.0,0.11,0.116836816133,0.114338740706
1174,Josh Smith,28.0,0.116,2645.0,0.139,2329.0,0.075,2683.0,0.02,2730.0,0.11,0.0976582369578,0.0980272442102
1175,David Wesley,30.0,0.098,2845.0,0.124,1848.0,0.106,2760.0,0.117,3106.0,0.11,0.109263594096,0.10429905355
1178,Chris Kaman,27.0,0.063,2176.0,0.083,2083.0,0.03,921.0,0.044,2608.0,0.11,0.0635651782876,0.0708295255899
1179,Andrea Bargnani,27.0,0.072,2799.0,0.052,2353.0,0.104,1032.0,0.007,1003.0,0.11,0.0787657534649,0.0837577730417
1181,Derrick Favors,22.0,0.091,1535.0,0.105,1376.0,0.117,1787.0,0.112,2201.0,0.11,0.115013175154,0.123582243919
1183,Luol Deng,24.0,0.176,3071.0,0.098,2128.0,0.085,1665.0,0.106,2651.0,0.11,0.106361691791,0.112625867128
1184,Brent Barry,29.0,0.08,1600.0,0.065,1181.0,0.131,2726.0,0.157,1778.0,0.11,0.116481653786,0.112237587571
1185,Shawn Marion,34.0,0.1,2385.0,0.12,2253.0,0.092,1919.0,0.127,2010.0,0.11,0.101907043947,0.090845733881
1186,Anthony Johnson,29.0,-0.019,511.0,0.092,366.0,0.105,842.0,0.109,1598.0,0.11,0.0972869150938,0.0959122627974
1189,Rashard Lewis,27.0,0.107,2931.0,0.15,2697.0,0.138,2876.0,0.155,2348.0,0.11,0.138321306803,0.134410426021
1190,Jelani McCoy,25.0,0.099,746.0,0.045,1143.0,0.05,104.0,0.035,1367.0,0.11,0.0670828560042,0.0774196535349
1191,Marcus Thornton,25.0,0.103,1872.0,0.095,1775.0,0.103,1780.0,0.089,1726.0,0.11,0.103133863748,0.108081445098
1192,Luc Mbah a Moute,27.0,0.109,2093.0,0.112,1009.0,0.017,1326.0,0.049,1003.0,0.11,0.0590199270089,0.0669637173414
1193,Rajon Rondo,25.0,0.179,2642.0,0.156,2963.0,0.126,2527.0,0.121,1957.0,0.11,0.142339087205,0.141425833106
1194,David Wesley,35.0,0.124,2710.0,0.067,2001.0,0.089,2774.0,0.072,2372.0,0.11,0.0877100691447,0.0769723057747
1197,Eddie Robinson,27.0,0.159,1201.0,0.015,653.0,0.076,1355.0,0.039,1024.0,0.11,0.0786915164017,0.0836948603392
1198,Tony Battie,30.0,0.074,1478.0,0.051,1894.0,0.083,2215.0,0.081,1575.0,0.11,0.0755597487732,0.0756338834763
1200,Luc Mbah a Moute,25.0,0.092,2114.0,0.122,1866.0,0.109,2093.0,0.112,1009.0,0.11,0.112823853595,0.116323009133
1201,Channing Frye,27.0,0.114,1342.0,0.054,746.0,0.141,2190.0,0.09,2541.0,0.11,0.127574952629,0.125270619988
1203,Derek Fisher,35.0,0.083,2287.0,0.121,2249.0,0.123,2441.0,0.085,2227.0,0.11,0.117165711769,0.102024614811
1204,Eric Williams,31.0,0.06,1745.0,0.061,1747.0,0.123,2350.0,0.079,1886.0,0.11,0.102781862621,0.0969872623682
1205,Enes Kanter,22.0,0.095,874.0,0.101,1078.0,0.05,2138.0,0.145,2135.0,0.11,0.0671460866444,0.0828707814217
1206,Erick Dampier,25.0,0.072,2656.0,0.051,1414.0,-0.006,495.0,-0.021,1038.0,0.11,0.0479364392683,0.0611353367567
1207,Vlade Divac,34.0,0.145,2374.0,0.147,2420.0,0.145,2420.0,0.141,2384.0,0.11,0.14304639317,0.12583553791
1211,Kris Humphries,24.0,0.107,670.0,0.096,925.0,0.125,265.0,0.074,1221.0,0.11,0.11142862977,0.116935193539
1212,Charles Barkley*,35.0,0.191,2632.0,0.224,2009.0,0.183,2243.0,0.215,1526.0,0.11,0.189403774471,0.163463965058
1213,Kirk Hinrich,27.0,0.124,2800.0,0.124,2955.0,0.171,2839.0,0.072,2380.0,0.11,0.151596112212,0.145700797439
1216,Boris Diaw,29.0,0.082,2754.0,0.103,2906.0,0.082,2778.0,0.019,1424.0,0.11,0.0895802496408,0.0893573313951
1217,Moochie Norris,29.0,0.158,502.0,0.126,1654.0,0.039,2249.0,0.061,1375.0,0.11,0.0677985771387,0.0708318799734
1218,Allen Iverson*,28.0,0.19,2979.0,0.126,2622.0,0.127,3485.0,0.066,2040.0,0.11,0.132429787021,0.127600744367
1219,Derek Anderson,28.0,0.073,2201.0,0.166,2859.0,0.137,1860.0,0.153,2556.0,0.11,0.141181300631,0.135043784976
1220,Hakeem Olajuwon*,35.0,0.181,2853.0,0.166,2797.0,0.154,2852.0,0.131,1633.0,0.11,0.156840660596,0.135768473148
1221,Glenn Robinson,27.0,0.072,3114.0,0.065,2294.0,0.122,1579.0,0.08,2909.0,0.11,0.0957604936286,0.0982119590044
1222,Gerald Wallace,24.0,0.052,337.0,0.055,2147.0,0.163,1895.0,0.141,2640.0,0.11,0.12469880743,0.128221839666
1223,Devin Harris,26.0,0.151,2081.0,0.132,2022.0,0.145,2494.0,0.057,2221.0,0.11,0.142550818766,0.139806881547
1224,Chris Wilcox,26.0,0.138,1529.0,0.112,2586.0,0.093,1739.0,0.048,1049.0,0.11,0.105820379676,0.10856692493
1226,Vince Carter,30.0,0.103,2785.0,0.159,2828.0,0.153,2906.0,0.161,3126.0,0.11,0.148488349813,0.137660428882
1227,Chris Paul,23.0,0.178,2808.0,0.179,2353.0,0.284,3006.0,0.292,3002.0,0.11,0.247409047066,0.234360828996
1229,Aaron McKie,32.0,0.128,1471.0,0.104,2374.0,0.108,2112.0,0.085,1118.0,0.11,0.107936803256,0.0995727777481
1231,Reggie Jackson,24.0,0.011,501.0,0.121,993.0,0.104,2277.0,0.104,2268.0,0.11,0.107069200125,0.113227710128
1232,Austin Croshere,29.0,0.098,1286.0,0.151,633.0,0.156,1051.0,0.107,1827.0,0.11,0.144744215474,0.136274829507
1233,Zach Randolph,28.0,0.112,2425.0,0.063,2244.0,0.083,1757.0,0.153,3051.0,0.11,0.0819239419238,0.0846447199583
1234,Andrei Kirilenko,24.0,0.199,2213.0,0.192,2895.0,0.197,1349.0,0.145,2604.0,0.11,0.194513112278,0.187599793077
1235,Thaddeus Young,24.0,0.047,2145.0,0.139,2135.0,0.171,1755.0,0.136,2629.0,0.11,0.147582180312,0.14768409729
1236,Jermaine O'Neal,25.0,0.116,2641.0,0.113,2707.0,0.177,2864.0,0.155,2788.0,0.11,0.153503984591,0.150921925902
1237,Jason Richardson,30.0,0.113,3149.0,0.116,2410.0,0.128,2485.0,0.123,2715.0,0.11,0.122299308425,0.115386411548
1238,Gary Payton*,36.0,0.183,3301.0,0.136,3208.0,0.137,2825.0,0.102,2541.0,0.11,0.138959561299,0.118761628866
1239,Rashard Lewis,22.0,-0.136,145.0,0.125,1575.0,0.142,2720.0,0.16,2585.0,0.11,0.139058492747,0.144032970071
1240,Eric Snow,30.0,0.105,1740.0,0.119,2225.0,0.13,3108.0,0.09,2966.0,0.11,0.12515416909,0.117814317346
1241,Vince Carter,34.0,0.126,2959.0,0.123,2946.0,0.154,2310.0,0.089,2051.0,0.11,0.13785335926,0.121418774128
1242,Brandon Bass,29.0,0.122,1868.0,0.101,2239.0,0.107,2266.0,0.132,1929.0,0.11,0.107033968359,0.104202017188
1243,Lamar Odom,27.0,0.134,3003.0,0.098,2320.0,0.137,3221.0,0.102,2202.0,0.11,0.127855472831,0.125509247184
1244,Derrick Coleman,31.0,-0.029,294.0,0.076,2102.0,0.1,2135.0,0.081,1178.0,0.11,0.0914018149847,0.0873087346554
1245,DeShawn Stevenson,24.0,-0.009,760.0,0.029,2444.0,-0.007,1089.0,0.044,2648.0,0.11,0.0185366146591,0.0379296243191
1246,Zaza Pachulia,24.0,0.077,2452.0,0.114,2026.0,0.054,944.0,0.127,1473.0,0.11,0.0877711710322,0.0968141853809
1248,Steve Kerr,32.0,0.153,1839.0,0.208,1919.0,0.192,1861.0,0.161,1119.0,0.11,0.188126443705,0.167774960399
1249,Sean Rooks,33.0,0.051,1001.0,0.07,1553.0,0.038,728.0,0.015,1344.0,0.11,0.059985909244,0.0569910109043
1250,Trevor Ariza,26.0,0.146,1999.0,0.058,2629.0,0.062,2600.0,0.078,1350.0,0.11,0.0700851018377,0.0781739205122
1253,Trenton Hassell,30.0,0.056,2223.0,0.015,773.0,0.029,1094.0,-0.003,1106.0,0.11,0.0390527004119,0.0445841252804
1254,Matt Harpring,29.0,0.166,2557.0,0.116,1134.0,0.102,2584.0,0.115,1944.0,0.11,0.112206409942,0.108601227403
1255,Kevin Martin,24.0,0.016,455.0,0.137,1913.0,0.173,2818.0,0.183,2216.0,0.11,0.162025850662,0.159968867898
1258,John Starks,32.0,0.109,2725.0,0.11,2491.0,0.136,2042.0,0.101,2188.0,0.11,0.123116662025,0.112483277917
1259,Goran Dragic,28.0,0.139,1752.0,0.106,2581.0,0.186,2668.0,0.123,2640.0,0.11,0.157220528766,0.148685440421
1260,Andrew Bynum,24.0,0.184,1446.0,0.188,1977.0,0.21,1500.0,0.183,2112.0,0.11,0.19856544931,0.191045984626
1261,Mark Bryant,34.0,0.109,1018.0,0.109,1110.0,0.06,1204.0,0.067,1712.0,0.11,0.08113464125,0.0731791853905
1262,Othella Harrington,28.0,0.115,903.0,0.054,2677.0,0.067,1815.0,0.092,1563.0,0.11,0.0668551034327,0.071828737855
1265,Brandon Jennings,24.0,0.086,2169.0,0.114,2331.0,0.096,2897.0,0.068,2728.0,0.11,0.102450220326,0.109299018979
1267,James Posey,33.0,0.13,1919.0,0.164,1821.0,0.095,2140.0,0.067,1731.0,0.11,0.116169128128,0.104775369167
1268,Paul Millsap,24.0,0.153,1472.0,0.148,1702.0,0.162,2290.0,0.151,2277.0,0.11,0.158792329706,0.157218798995
1269,Anderson Varejao,27.0,0.164,1932.0,0.086,1320.0,0.166,2306.0,0.179,2166.0,0.11,0.149148136655,0.143619075418
1270,Allen Iverson*,33.0,0.165,3103.0,0.108,2761.0,0.163,3424.0,0.066,2093.0,0.11,0.146719403193,0.130758628249
1271,Bob Sura,30.0,0.003,1684.0,0.111,1780.0,0.075,1130.0,0.133,1663.0,0.11,0.082843038313,0.081828430295
1272,Richard Jefferson,28.0,0.184,3059.0,0.082,1956.0,0.114,3200.0,0.109,2939.0,0.11,0.115283883472,0.113017871976
1273,Jamaal Magloire,27.0,0.133,2443.0,0.131,2777.0,0.019,703.0,0.039,2465.0,0.11,0.101797744408,0.103346630931
1274,Chris Paul,26.0,0.292,3002.0,0.204,1712.0,0.232,2880.0,0.278,2181.0,0.11,0.231160432708,0.215170547366
1275,Chris Kaman,30.0,0.044,2608.0,0.047,838.0,0.024,1372.0,0.058,1363.0,0.11,0.0385465790153,0.0441537797451
1276,Randy Foye,27.0,0.042,1259.0,0.059,2494.0,0.064,1667.0,0.051,1551.0,0.11,0.0640492132187,0.0712413340807
1277,Karl Malone*,38.0,0.252,1832.0,0.249,2947.0,0.217,2895.0,0.155,3040.0,0.11,0.221266968991,0.185166612267
1278,Danny Ferry,31.0,0.144,1290.0,0.098,2680.0,0.102,2633.0,0.049,1034.0,0.11,0.103102302811,0.097259953618
1279,Bobby Jackson,29.0,0.101,1034.0,0.091,1648.0,0.148,1750.0,0.157,1676.0,0.11,0.127526771629,0.121631428599
1281,Tracy Murray,26.0,0.047,516.0,0.096,2458.0,0.116,1814.0,0.139,2227.0,0.11,0.108056013314,0.110468760133
1282,Marco Belinelli,25.0,0.028,882.0,0.049,1121.0,0.084,1957.0,0.071,1966.0,0.11,0.0774982578424,0.0862780958414
1286,Otis Thorpe,35.0,0.129,2096.0,0.128,2841.0,0.142,2661.0,0.055,2197.0,0.11,0.134166833078,0.116484165192
1287,A.C. Green,36.0,0.093,2492.0,0.095,2649.0,0.074,924.0,0.124,1929.0,0.11,0.088186208273,0.0755778551102
1288,Kobe Bryant,23.0,0.13,1896.0,0.202,2524.0,0.196,2783.0,0.199,3063.0,0.11,0.194263091635,0.189186289907
1289,Kenny Thomas,27.0,0.085,2484.0,0.111,1978.0,0.118,2699.0,0.096,2167.0,0.11,0.113906397961,0.113645389676
1290,Hedo Turkoglu,31.0,0.143,3026.0,0.125,2815.0,0.071,2272.0,0.129,2540.0,0.11,0.0982940326337,0.0931703001261
1292,Alvin Williams,28.0,0.063,779.0,0.109,2394.0,0.086,2927.0,0.101,2638.0,0.11,0.093024494736,0.0940860360861
1294,Joel Przybilla,28.0,0.121,1858.0,0.078,1395.0,0.02,701.0,0.113,1819.0,0.11,0.067597979721,0.0724603384733
